rank,lemma,pos,zipf
11635,steamed,adjective,3.34
11636,stockton,noun,3.34
11637,sturgeon,noun,3.34
11638,subpoena,verb,3.34
11639,syllabus,noun,3.34
11640,taiwanese,noun,3.34
11641,textual,adjective,3.34
11642,toad,noun,3.34
11643,tsa,noun,3.34
11644,unaffected,adjective,3.34
11645,undeniable,adjective,3.34
11646,upstate,adverb,3.34
11647,vigilant,adjective,3.34
11648,visitation,noun,3.34
11649,viva,noun,3.34
11650,washer,noun,3.34
11651,wick,noun,3.34
11652,worldly,adjective,3.34
11653,steroid,noun,3.33
11654,alteration,noun,3.33
11655,weld,verb,3.33
11656,grieve,verb,3.33
11657,optimize,verb,3.33
11658,dun,verb,3.33
11659,additive,noun,3.33
11660,adept,adjective,3.33
11661,advantageous,adjective,3.33
11662,afloat,adjective,3.33
11663,agility,noun,3.33
11664,airbus,noun,3.33
11665,annoyance,noun,3.33
11666,anon,adverb,3.33
11667,ante,noun,3.33
11668,archipelago,noun,3.33
11669,barkley,noun,3.33
11670,belmont,noun,3.33
11671,blooming,noun,3.33
11672,boating,noun,3.33
11673,bonfire,noun,3.33
11674,bullpen,noun,3.33
11675,cali,noun,3.33
11676,canine,noun,3.33
11677,carver,noun,3.33
11678,causal,adjective,3.33
11679,centrally,adverb,3.33
11680,cheerleader,noun,3.33
11681,citadel,noun,3.33
11682,colonialism,noun,3.33
11683,compromising,adjective,3.33
11684,corvette,noun,3.33
11685,dashboard,noun,3.33
11686,deficient,adjective,3.33
11687,degenerate,noun,3.33
11688,demonic,adjective,3.33
11689,deterrent,noun,3.33
11690,disdain,verb,3.33
11691,disgraceful,adjective,3.33
11692,doggy,noun,3.33
11693,dole,noun,3.33
11694,eerie,adjective,3.33
11695,enraged,adjective,3.33
11696,eroded,adjective,3.33
11697,excursion,noun,3.33
11698,exponential,noun,3.33
11699,farce,noun,3.33
11700,fatally,adverb,3.33
11701,flanders,noun,3.33
11702,fling,verb,3.33
11703,frankenstein,noun,3.33
11704,frantic,adjective,3.33
11705,fudge,verb,3.33
11706,gemma,noun,3.33
11707,glide,verb,3.33
11708,grossly,adverb,3.33
11709,grudge,noun,3.33
11710,hairstyle,noun,3.33
11711,handwritten,adjective,3.33
11712,harmonic,adjective,3.33
11713,hb,noun,3.33
11714,heartless,adjective,3.33
11715,hectic,adjective,3.33
11716,holistic,adjective,3.33
11717,hormonal,adjective,3.33
11718,informant,noun,3.33
11719,inhabit,verb,3.33
11720,intrusive,adjective,3.33
11721,invoke,verb,3.33
11722,jackass,noun,3.33
11723,jericho,noun,3.33
11724,joyous,adjective,3.33
11725,kiwi,noun,3.33
11726,limo,noun,3.33
11727,lulu,noun,3.33
11728,lunchtime,noun,3.33
11729,lux,noun,3.33
11730,mace,noun,3.33
11731,malawi,noun,3.33
11732,malignant,adjective,3.33
11733,mane,noun,3.33
11734,mascara,noun,3.33
11735,matchmaking,noun,3.33
11736,maverick,noun,3.33
11737,measles,noun,3.33
11738,mend,verb,3.33
11739,microbial,adjective,3.33
11740,migraine,noun,3.33
11741,millennial,adjective,3.33
11742,mitt,noun,3.33
11743,molten,adjective,3.33
11744,monsoon,noun,3.33
11745,montage,noun,3.33
11746,monterey,noun,3.33
11747,napoli,noun,3.33
11748,negligent,adjective,3.33
11749,nil,noun,3.33
11750,norma,noun,3.33
11751,passionately,adverb,3.33
11752,penetrating,adjective,3.33
11753,persuasion,noun,3.33
11754,plaid,noun,3.33
11755,playback,noun,3.33
11756,plush,adjective,3.33
11757,positivity,noun,3.33
11758,practised,adjective,3.33
11759,precedence,noun,3.33
11760,pristine,adjective,3.33
11761,prognosis,noun,3.33
11762,propeller,noun,3.33
11763,racket,noun,3.33
11764,realistically,adverb,3.33
11765,reclaimed,adjective,3.33
11766,reorganization,noun,3.33
11767,retrieval,noun,3.33
11768,rotated,adjective,3.33
11769,roundabout,adjective,3.33
11770,saline,noun,3.33
11771,saviour,noun,3.33
11772,scarcely,adverb,3.33
11773,scraping,noun,3.33
11774,shipbuilding,noun,3.33
11775,shiva,noun,3.33
11776,siemens,noun,3.33
11777,smoky,adjective,3.33
11778,spade,noun,3.33
11779,surveying,noun,3.33
11780,temperate,adjective,3.33
11781,thematic,adjective,3.33
11782,threesome,noun,3.33
11783,tilted,adjective,3.33
11784,toaster,noun,3.33
11785,treble,adjective,3.33
11786,turquoise,noun,3.33
11787,ultraviolet,noun,3.33
11788,unbiased,adjective,3.33
11789,uncanny,adjective,3.33
11790,underdog,noun,3.33
11791,unfolding,noun,3.33
11792,ungrateful,adjective,3.33
11793,untreated,adjective,3.33
11794,usefulness,noun,3.33
11795,vandalism,noun,3.33
11796,vargas,noun,3.33
11797,vowel,noun,3.33
11798,voyager,noun,3.33
11799,weirdo,noun,3.33
11800,werewolf,noun,3.33
11801,wrongful,adjective,3.33
11802,characterize,verb,3.32
11803,supervise,verb,3.32
11804,shred,verb,3.32
11805,ornament,verb,3.32
11806,perpetrator,noun,3.32
11807,hinge,noun,3.32
11808,aba,noun,3.32
11809,acknowledgement,noun,3.32
11810,alligator,noun,3.32
11811,antagonist,noun,3.32
11812,approximation,noun,3.32
11813,aromatic,adjective,3.32
11814,auschwitz,noun,3.32
11815,baroque,adjective,3.32
11816,behavioural,adjective,3.32
11817,belgrade,noun,3.32
11818,berg,noun,3.32
11819,bergen,noun,3.32
11820,binder,noun,3.32
11821,blindly,adverb,3.32
11822,brig,noun,3.32
11823,buggy,noun,3.32
11824,burnett,noun,3.32
11825,canonical,adjective,3.32
11826,cautiously,adverb,3.32
11827,celery,noun,3.32
11828,counsellor,noun,3.32
11829,couture,noun,3.32
11830,croatian,noun,3.32
11831,dab,verb,3.32
11832,dissatisfaction,noun,3.32
11833,dodgy,adjective,3.32
11834,earthly,adjective,3.32
11835,elective,adjective,3.32
11836,eq,noun,3.32
11837,escalation,noun,3.32
11838,ethos,noun,3.32
11839,eureka,noun,3.32
11840,exec,noun,3.32
11841,eyewitness,noun,3.32
11842,fag,verb,3.32
11843,fleeting,adjective,3.32
11844,forfeit,verb,3.32
11845,foundry,noun,3.32
11846,giraffe,noun,3.32
11847,grinder,noun,3.32
11848,gunman,noun,3.32
11849,hardcover,noun,3.32
11850,healer,noun,3.32
11851,hubbard,noun,3.32
11852,intestinal,adjective,3.32
11853,islamabad,noun,3.32
11854,jock,noun,3.32
11855,kidd,noun,3.32
11856,kneeling,noun,3.32
11857,lr,noun,3.32
11858,macbeth,noun,3.32
11859,mamma,noun,3.32
11860,manic,adjective,3.32
11861,manifold,noun,3.32
11862,measurable,adjective,3.32
11863,medina,noun,3.32
11864,meek,adjective,3.32
11865,mellow,adjective,3.32
11866,melon,noun,3.32
11867,miscarriage,noun,3.32
11868,mojo,noun,3.32
11869,napa,noun,3.32
11870,narration,noun,3.32
11871,nassau,noun,3.32
11872,nip,verb,3.32
11873,oblivion,noun,3.32
11874,outpatient,noun,3.32
11875,pamphlet,noun,3.32
11876,penelope,noun,3.32
11877,perish,verb,3.32
11878,pervert,verb,3.32
11879,pharaoh,noun,3.32
11880,philanthropy,noun,3.32
11881,photon,noun,3.32
11882,polluted,adjective,3.32
11883,potion,noun,3.32
11884,preparedness,noun,3.32
11885,primal,adjective,3.32
11886,psychopath,noun,3.32
11887,quid,noun,3.32
11888,receptive,adjective,3.32
11889,redundancy,noun,3.32
11890,reelection,noun,3.32
11891,reindeer,noun,3.32
11892,relapse,verb,3.32
11893,relish,noun,3.32
11894,rendezvous,noun,3.32
11895,reversible,adjective,3.32
11896,rowan,noun,3.32
11897,saharan,noun,3.32
11898,selectively,adverb,3.32
11899,sideline,noun,3.32
11900,simplistic,adjective,3.32
11901,skater,noun,3.32
11902,skincare,noun,3.32
11903,spokane,noun,3.32
11904,stabilized,adjective,3.32
11905,steaming,adjective,3.32
11906,supervisory,adjective,3.32
11907,syllable,noun,3.32
11908,synod,noun,3.32
11909,taipei,noun,3.32
11910,takeaway,noun,3.32
11911,tatum,noun,3.32
11912,thorpe,noun,3.32
11913,titus,noun,3.32
11914,treacherous,adjective,3.32
11915,untold,adjective,3.32
11916,uplifting,noun,3.32
11917,versatility,noun,3.32
11918,visualization,noun,3.32
11919,voicemail,noun,3.32
11920,volt,noun,3.32
11921,wilkins,noun,3.32
11922,complication,noun,3.31
11923,raider,noun,3.31
11924,instruct,verb,3.31
11925,allocate,verb,3.31
11926,mammal,noun,3.31
11927,intimidate,verb,3.31
11928,donut,noun,3.31
11929,linger,verb,3.31
11930,woe,noun,3.31
11931,analytic,adjective,3.31
11932,ascending,adjective,3.31
11933,attributable,adjective,3.31
11934,barb,noun,3.31
11935,bastion,noun,3.31
11936,beaumont,noun,3.31
11937,bey,noun,3.31
11938,biopsy,noun,3.31
11939,bolster,verb,3.31
11940,bray,verb,3.31
11941,calais,noun,3.31
11942,categorized,adjective,3.31
11943,chopper,noun,3.31
11944,chunky,adjective,3.31
11945,cohesive,adjective,3.31
11946,commando,noun,3.31
11947,contentious,adjective,3.31
11948,contra,noun,3.31
11949,cosy,noun,3.31
11950,crease,verb,3.31
11951,dehydration,noun,3.31
11952,denomination,noun,3.31
11953,digestion,noun,3.31
11954,dissatisfied,adjective,3.31
11955,dodging,noun,3.31
11956,embargo,noun,3.31
11957,embodiment,noun,3.31
11958,explanatory,adjective,3.31
11959,extremism,noun,3.31
11960,faulkner,noun,3.31
11961,filtration,noun,3.31
11962,fooling,adjective,3.31
11963,fungal,adjective,3.31
11964,ghz,noun,3.31
11965,glaring,adjective,3.31
11966,gloom,noun,3.31
11967,goblin,noun,3.31
11968,gunner,noun,3.31
11969,hamster,noun,3.31
11970,hex,noun,3.31
11971,hydra,noun,3.31
11972,hypocritical,adjective,3.31
11973,illustrious,adjective,3.31
11974,incidental,adjective,3.31
11975,indigo,noun,3.31
11976,insurgency,noun,3.31
11977,labyrinth,noun,3.31
11978,lac,noun,3.31
11979,latency,noun,3.31
11980,limbo,noun,3.31
11981,lousy,adjective,3.31
11982,luncheon,noun,3.31
11983,mailbox,noun,3.31
11984,memorabilia,noun,3.31
11985,midterm,noun,3.31
11986,muir,noun,3.31
11987,muzzle,noun,3.31
11988,nec,noun,3.31
11989,nurture,verb,3.31
11990,oblivious,adjective,3.31
11991,ode,noun,3.31
11992,overt,adjective,3.31
11993,paisley,noun,3.31
11994,patriarch,noun,3.31
11995,penthouse,noun,3.31
11996,perjury,noun,3.31
11997,pious,adjective,3.31
11998,potomac,noun,3.31
11999,powdered,adjective,3.31
12000,prematurely,adverb,3.31
12001,prioritize,verb,3.31
12002,proprietor,noun,3.31
12003,quarrel,verb,3.31
12004,raja,noun,3.31
12005,rebate,verb,3.31
12006,resurgence,noun,3.31
12007,rh,noun,3.31
12008,roc,noun,3.31
12009,rooster,noun,3.31
12010,sanskrit,noun,3.31
12011,scientology,noun,3.31
12012,scuba,noun,3.31
12013,seamless,adjective,3.31
12014,shattering,adjective,3.31
12015,shite,noun,3.31
12016,shoreline,noun,3.31
12017,siberian,noun,3.31
12018,silhouette,noun,3.31
12019,slug,verb,3.31
12020,smug,adjective,3.31
12021,soprano,noun,3.31
12022,spectroscopy,noun,3.31
12023,spreadsheet,noun,3.31
12024,stagnant,adjective,3.31
12025,startled,adjective,3.31
12026,stephenson,noun,3.31
12027,strung,adjective,3.31
12028,tanning,noun,3.31
12029,tendon,noun,3.31
12030,thc,noun,3.31
12031,tnt,noun,3.31
12032,toughness,noun,3.31
12033,turin,noun,3.31
12034,unanswered,adjective,3.31
12035,unethical,adjective,3.31
12036,unix,noun,3.31
12037,uptown,noun,3.31
12038,urinary,adjective,3.31
12039,valiant,adjective,3.31
12040,vigilante,noun,3.31
12041,viper,noun,3.31
12042,weekday,noun,3.31
12043,whitehall,noun,3.31
12044,willard,noun,3.31
12045,engraving,noun,3.31
12046,headphone,noun,3.3
12047,descendant,noun,3.3
12048,aspiration,noun,3.3
12049,turk,noun,3.3
12050,incur,verb,3.3
12051,remnant,noun,3.3
12052,enrich,verb,3.3
12053,illuminate,verb,3.3
12054,toxin,noun,3.3
12055,jog,verb,3.3
12056,shrug,verb,3.3
12057,abstraction,noun,3.3
12058,adjunct,noun,3.3
12059,asean,noun,3.3
12060,attentive,adjective,3.3
12061,auntie,noun,3.3
12062,austen,noun,3.3
12063,awakened,adjective,3.3
12064,ballpark,noun,3.3
12065,beak,noun,3.3
12066,beige,noun,3.3
12067,blasphemy,noun,3.3
12068,blueberry,noun,3.3
12069,boar,noun,3.3
12070,bosch,noun,3.3
12071,bran,noun,3.3
12072,brigadier,noun,3.3
12073,broaden,verb,3.3
12074,bulky,adjective,3.3
12075,cameraman,noun,3.3
12076,carnage,noun,3.3
12077,chateau,noun,3.3
12078,chavez,noun,3.3
12079,colleen,noun,3.3
12080,commune,noun,3.3
12081,compiling,noun,3.3
12082,conclusive,adjective,3.3
12083,conservatory,noun,3.3
12084,considerate,adjective,3.3
12085,constance,noun,3.3
12086,coo,verb,3.3
12087,cultured,adjective,3.3
12088,daycare,noun,3.3
12089,depressive,noun,3.3
12090,disperse,verb,3.3
12091,disproportionately,adverb,3.3
12092,emery,noun,3.3
12093,epidemiology,noun,3.3
12094,exaggeration,noun,3.3
12095,exhaustive,adjective,3.3
12096,exponentially,adverb,3.3
12097,externally,adverb,3.3
12098,fermentation,noun,3.3
12099,fiasco,noun,3.3
12100,fifteenth,adjective,3.3
12101,fright,noun,3.3
12102,fruitful,adjective,3.3
12103,gall,noun,3.3
12104,gastric,adjective,3.3
12105,gilded,adjective,3.3
12106,goddard,noun,3.3
12107,hallelujah,noun,3.3
12108,hastily,adverb,3.3
12109,hemingway,noun,3.3
12110,horizontally,adverb,3.3
12111,hurtful,adjective,3.3
12112,inaccessible,adjective,3.3
12113,inferno,noun,3.3
12114,jug,noun,3.3
12115,kgb,noun,3.3
12116,knoxville,noun,3.3
12117,labrador,noun,3.3
12118,latte,noun,3.3
12119,leafy,adjective,3.3
12120,lobe,noun,3.3
12121,loo,noun,3.3
12122,margarita,noun,3.3
12123,meddling,adjective,3.3
12124,omission,noun,3.3
12125,orchid,noun,3.3
12126,overtake,verb,3.3
12127,pax,noun,3.3
12128,peabody,noun,3.3
12129,peat,noun,3.3
12130,pedophile,noun,3.3
12131,peptide,noun,3.3
12132,periphery,noun,3.3
12133,piggy,noun,3.3
12134,predetermined,adjective,3.3
12135,prelude,noun,3.3
12136,priesthood,noun,3.3
12137,punishable,adjective,3.3
12138,reaper,noun,3.3
12139,reassure,verb,3.3
12140,satanic,adjective,3.3
12141,scented,adjective,3.3
12142,sclerosis,noun,3.3
12143,selfless,adjective,3.3
12144,serenity,noun,3.3
12145,shading,noun,3.3
12146,sonar,noun,3.3
12147,spat,verb,3.3
12148,stabilization,noun,3.3
12149,starch,noun,3.3
12150,stony,adjective,3.3
12151,subtly,adverb,3.3
12152,surfer,noun,3.3
12153,taper,verb,3.3
12154,teaspoon,noun,3.3
12155,tightening,noun,3.3
12156,tlc,noun,3.3
12157,tudor,noun,3.3
12158,typo,noun,3.3
12159,unequal,adjective,3.3
12160,unresolved,adjective,3.3
12161,unspecified,adjective,3.3
12162,veg,noun,3.3
12163,venetian,noun,3.3
12164,waffle,noun,3.3
12165,winery,noun,3.3
12166,writ,noun,3.3
12167,zipper,noun,3.3
12168,sighting,noun,3.3
12169,rounder,noun,3.3
12170,acclaim,verb,3.29
12171,denote,verb,3.29
12172,exporter,noun,3.29
12173,aching,adjective,3.29
12174,adversary,noun,3.29
12175,afflicted,adjective,3.29
12176,airfield,noun,3.29
12177,alienated,adjective,3.29
12178,ascertain,verb,3.29
12179,assam,noun,3.29
12180,believable,adjective,3.29
12181,bitterly,adverb,3.29
12182,bloodshed,noun,3.29
12183,caracas,noun,3.29
12184,cassie,noun,3.29
12185,cello,noun,3.29
12186,celsius,noun,3.29
12187,chariot,noun,3.29
12188,cheddar,noun,3.29
12189,chilli,noun,3.29
12190,cholera,noun,3.29
12191,cio,noun,3.29
12192,clinch,verb,3.29
12193,collide,verb,3.29
12194,commemoration,noun,3.29
12195,commuting,noun,3.29
12196,complexion,noun,3.29
12197,compulsive,adjective,3.29
12198,congenital,adjective,3.29
12199,consular,adjective,3.29
12200,corrective,adjective,3.29
12201,crumble,verb,3.29
12202,daredevil,noun,3.29
12203,detox,noun,3.29
12204,differentiated,adjective,3.29
12205,discrepancy,noun,3.29
12206,dishwasher,noun,3.29
12207,doj,noun,3.29
12208,doodle,noun,3.29
12209,dossier,noun,3.29
12210,draper,noun,3.29
12211,eradicate,verb,3.29
12212,excite,verb,3.29
12213,extortion,noun,3.29
12214,fay,noun,3.29
12215,feral,adjective,3.29
12216,generously,adverb,3.29
12217,grange,noun,3.29
12218,gui,noun,3.29
12219,hangar,noun,3.29
12220,hardworking,adjective,3.29
12221,hasty,adjective,3.29
12222,hathaway,noun,3.29
12223,hermes,noun,3.29
12224,housekeeper,noun,3.29
12225,husky,adjective,3.29
12226,idf,noun,3.29
12227,imitate,verb,3.29
12228,improbable,adjective,3.29
12229,ineligible,adjective,3.29
12230,infusion,noun,3.29
12231,journalistic,adjective,3.29
12232,kelvin,noun,3.29
12233,kolkata,noun,3.29
12234,laced,adjective,3.29
12235,lincolnshire,noun,3.29
12236,lipid,noun,3.29
12237,lordship,noun,3.29
12238,mahogany,noun,3.29
12239,malfunction,noun,3.29
12240,manson,noun,3.29
12241,markedly,adverb,3.29
12242,mediator,noun,3.29
12243,meow,noun,3.29
12244,mirage,noun,3.29
12245,mockery,noun,3.29
12246,modulation,noun,3.29
12247,mozambique,noun,3.29
12248,muller,noun,3.29
12249,navigator,noun,3.29
12250,nightingale,noun,3.29
12251,nuke,verb,3.29
12252,occult,verb,3.29
12253,olympian,adjective,3.29
12254,ovation,noun,3.29
12255,payback,noun,3.29
12256,pediatrics,noun,3.29
12257,perch,verb,3.29
12258,perpendicular,noun,3.29
12259,physique,noun,3.29
12260,playbook,noun,3.29
12261,plywood,noun,3.29
12262,ppp,noun,3.29
12263,proficient,adjective,3.29
12264,pst,noun,3.29
12265,punctuation,noun,3.29
12266,purification,noun,3.29
12267,qi,noun,3.29
12268,readable,adjective,3.29
12269,recourse,noun,3.29
12270,regimen,noun,3.29
12271,removable,adjective,3.29
12272,retrospect,noun,3.29
12273,roundup,noun,3.29
12274,sequential,adjective,3.29
12275,smelly,adjective,3.29
12276,specialization,noun,3.29
12277,spiritually,adverb,3.29
12278,sporadic,adjective,3.29
12279,stationery,noun,3.29
12280,sudanese,noun,3.29
12281,sunscreen,noun,3.29
12282,tau,noun,3.29
12283,tempest,noun,3.29
12284,tending,noun,3.29
12285,tights,noun,3.29
12286,tito,noun,3.29
12287,tofu,noun,3.29
12288,trenton,noun,3.29
12289,tripoli,noun,3.29
12290,truss,noun,3.29
12291,tubing,noun,3.29
12292,twat,noun,3.29
12293,undue,adjective,3.29
12294,unionist,noun,3.29
12295,unprotected,adjective,3.29
12296,upscale,adjective,3.29
12297,wacky,adjective,3.29
12298,wearable,noun,3.29
12299,wreckage,noun,3.29
12300,zeppelin,noun,3.29
12301,compel,verb,3.28
12302,constraint,noun,3.28
12303,scot,noun,3.28
12304,whine,verb,3.28
12305,specialize,verb,3.28
12306,harass,verb,3.28
12307,boomer,noun,3.28
12308,refine,verb,3.28
12309,pore,noun,3.28
12310,withhold,verb,3.28
12311,degrade,verb,3.28
12312,barbarian,noun,3.28
12313,adamant,adjective,3.28
12314,airspace,noun,3.28
12315,amplitude,noun,3.28
12316,analogue,noun,3.28
12317,archival,adjective,3.28
12318,ardent,adjective,3.28
12319,assay,noun,3.28
12320,assigning,noun,3.28
12321,assorted,adjective,3.28
12322,badminton,noun,3.28
12323,bedrock,noun,3.28
12324,bihar,noun,3.28
12325,boardwalk,noun,3.28
12326,boldly,adverb,3.28
12327,brittle,adjective,3.28
12328,cheaply,adverb,3.28
12329,clogged,adjective,3.28
12330,cohesion,noun,3.28
12331,conduit,noun,3.28
12332,conveyor,noun,3.28
12333,cpi,noun,3.28
12334,decimal,noun,3.28
12335,defensively,adverb,3.28
12336,defunct,adjective,3.28
12337,diffuse,verb,3.28
12338,dignified,adjective,3.28
12339,disapproval,noun,3.28
12340,disobedience,noun,3.28
12341,dreamer,noun,3.28
12342,dune,noun,3.28
12343,eb,noun,3.28
12344,electronically,adverb,3.28
12345,emancipation,noun,3.28
12346,entropy,noun,3.28
12347,epitome,noun,3.28
12348,ethernet,noun,3.28
12349,extradition,noun,3.28
12350,eyesight,noun,3.28
12351,finder,noun,3.28
12352,fishy,adjective,3.28
12353,flooring,noun,3.28
12354,forearm,noun,3.28
12355,frail,adjective,3.28
12356,fray,verb,3.28
12357,generational,adjective,3.28
12358,glaze,verb,3.28
12359,goldfish,noun,3.28
12360,greenville,noun,3.28
12361,grizzly,noun,3.28
12362,grotesque,adjective,3.28
12363,horrid,adjective,3.28
12364,impractical,adjective,3.28
12365,interchangeable,adjective,3.28
12366,irreversible,adjective,3.28
12367,kaufman,noun,3.28
12368,lawless,adjective,3.28
12369,liza,noun,3.28
12370,macau,noun,3.28
12371,mayoral,adjective,3.28
12372,medley,noun,3.28
12373,minimalist,noun,3.28
12374,multiplied,adjective,3.28
12375,objectively,adverb,3.28
12376,pap,noun,3.28
12377,parisian,adjective,3.28
12378,postgraduate,noun,3.28
12379,predicament,noun,3.28
12380,predominant,adjective,3.28
12381,puke,noun,3.28
12382,puzzled,adjective,3.28
12383,quadrant,noun,3.28
12384,recital,noun,3.28
12385,recite,verb,3.28
12386,reckoning,noun,3.28
12387,recollection,noun,3.28
12388,reconstructed,adjective,3.28
12389,rem,noun,3.28
12390,resale,noun,3.28
12391,retake,verb,3.28
12392,rhine,noun,3.28
12393,rosy,adjective,3.28
12394,rupture,verb,3.28
12395,scandalous,adjective,3.28
12396,securely,adverb,3.28
12397,shabby,adjective,3.28
12398,sinus,noun,3.28
12399,skid,verb,3.28
12400,solace,noun,3.28
12401,spanking,noun,3.28
12402,splinter,noun,3.28
12403,squire,noun,3.28
12404,stoner,noun,3.28
12405,stung,adjective,3.28
12406,swimsuit,noun,3.28
12407,symmetrical,adjective,3.28
12408,tacoma,noun,3.28
12409,tam,noun,3.28
12410,terminator,noun,3.28
12411,tinker,verb,3.28
12412,topography,noun,3.28
12413,unexplained,adjective,3.28
12414,unintended,adjective,3.28
12415,unsolved,adjective,3.28
12416,unsuccessfully,adverb,3.28
12417,uptake,noun,3.28
12418,vantage,noun,3.28
12419,versailles,noun,3.28
12420,waller,noun,3.28
12421,whim,noun,3.28
12422,yellowstone,noun,3.28
12423,yosemite,noun,3.28
12424,zeal,noun,3.28
12425,seasoning,noun,3.28
12426,youngster,noun,3.27
12427,restrain,verb,3.27
12428,flatter,verb,3.27
12429,grader,noun,3.27
12430,customize,verb,3.27
12431,encompass,verb,3.27
12432,injure,verb,3.27
12433,blazer,noun,3.27
12434,lao,noun,3.27
12435,abort,verb,3.27
12436,abound,verb,3.27
12437,adversely,adverb,3.27
12438,amish,noun,3.27
12439,andersen,noun,3.27
12440,astonished,adjective,3.27
12441,audacity,noun,3.27
12442,banjo,noun,3.27
12443,barbaric,adjective,3.27
12444,barbed,adjective,3.27
12445,beech,noun,3.27
12446,biz,noun,3.27
12447,blower,noun,3.27
12448,blurry,adjective,3.27
12449,bravely,adverb,3.27
12450,burmese,noun,3.27
12451,chevron,noun,3.27
12452,cheyenne,noun,3.27
12453,coercion,noun,3.27
12454,colombo,noun,3.27
12455,comma,noun,3.27
12456,competency,noun,3.27
12457,concerted,adjective,3.27
12458,cora,noun,3.27
12459,crotch,noun,3.27
12460,dartmouth,noun,3.27
12461,dashing,adjective,3.27
12462,departmental,adjective,3.27
12463,dharma,noun,3.27
12464,dialysis,noun,3.27
12465,distal,adjective,3.27
12466,divisional,adjective,3.27
12467,dogma,noun,3.27
12468,doi,noun,3.27
12469,emptiness,noun,3.27
12470,ensign,noun,3.27
12471,evoke,verb,3.27
12472,faithfully,adverb,3.27
12473,faq,noun,3.27
12474,fern,noun,3.27
12475,firepower,noun,3.27
12476,fixation,noun,3.27
12477,flushed,adjective,3.27
12478,formative,noun,3.27
12479,fret,verb,3.27
12480,gastrointestinal,adjective,3.27
12481,granger,noun,3.27
12482,gratification,noun,3.27
12483,gruesome,adjective,3.27
12484,harshly,adverb,3.27
12485,heller,noun,3.27
12486,hezbollah,noun,3.27
12487,hinduism,noun,3.27
12488,hiroshima,noun,3.27
12489,hitchcock,noun,3.27
12490,imaginable,adjective,3.27
12491,impetus,noun,3.27
12492,impulsive,adjective,3.27
12493,incense,noun,3.27
12494,inhuman,adjective,3.27
12495,invoice,noun,3.27
12496,junkie,noun,3.27
12497,kr,noun,3.27
12498,latent,adjective,3.27
12499,leipzig,noun,3.27
12500,limitless,adjective,3.27
12501,literate,adjective,3.27
12502,lm,noun,3.27
12503,localization,noun,3.27
12504,loki,noun,3.27
12505,lowly,adjective,3.27
12506,lucid,adjective,3.27
12507,lymphoma,noun,3.27
12508,makin,noun,3.27
12509,martini,noun,3.27
12510,merciful,adjective,3.27
12511,midget,noun,3.27
12512,midwife,noun,3.27
12513,misinformation,noun,3.27
12514,mobilization,noun,3.27
12515,monologue,noun,3.27
12516,monoxide,noun,3.27
12517,mosul,noun,3.27
12518,musically,adverb,3.27
12519,mutiny,noun,3.27
12520,nagging,adjective,3.27
12521,nervously,adverb,3.27
12522,nighttime,noun,3.27
12523,nonlinear,adjective,3.27
12524,northumberland,noun,3.27
12525,numbering,noun,3.27
12526,oakley,noun,3.27
12527,orr,noun,3.27
12528,outweigh,verb,3.27
12529,parasitic,adjective,3.27
12530,parsley,noun,3.27
12531,pendulum,noun,3.27
12532,picket,noun,3.27
12533,poignant,adjective,3.27
12534,polio,noun,3.27
12535,potency,noun,3.27
12536,precarious,adjective,3.27
12537,presley,noun,3.27
12538,pretext,noun,3.27
12539,privatization,noun,3.27
12540,proclaim,verb,3.27
12541,quaint,adjective,3.27
12542,raccoon,noun,3.27
12543,reassurance,noun,3.27
12544,redistribution,noun,3.27
12545,richly,adverb,3.27
12546,saver,noun,3.27
12547,scarred,adjective,3.27
12548,secession,noun,3.27
12549,sectarian,adjective,3.27
12550,seminal,adjective,3.27
12551,serene,adjective,3.27
12552,shaded,adjective,3.27
12553,shipyard,noun,3.27
12554,silica,noun,3.27
12555,simmer,verb,3.27
12556,snag,verb,3.27
12557,sob,verb,3.27
12558,socrates,noun,3.27
12559,sophistication,noun,3.27
12560,straighten,verb,3.27
12561,streamlined,adjective,3.27
12562,syringe,noun,3.27
12563,thinly,adverb,3.27
12564,timor,noun,3.27
12565,tote,noun,3.27
12566,transverse,adjective,3.27
12567,trembling,adjective,3.27
12568,trident,noun,3.27
12569,tweak,verb,3.27
12570,unison,noun,3.27
12571,unprepared,adjective,3.27
12572,unrestricted,adjective,3.27
12573,unsuitable,adjective,3.27
12574,unthinkable,adjective,3.27
12575,uplift,verb,3.27
12576,vanderbilt,noun,3.27
12577,venerable,adjective,3.27
12578,visualize,verb,3.27
12579,vulcan,noun,3.27
12580,wasteful,adjective,3.27
12581,wilkes,noun,3.27
12582,stair,noun,3.26
12583,dodger,noun,3.26
12584,packer,noun,3.26
12585,expel,verb,3.26
12586,revoke,verb,3.26
12587,veggie,noun,3.26
12588,hover,verb,3.26
12589,hamper,verb,3.26
12590,legalize,verb,3.26
12591,mercenary,noun,3.26
12592,advisable,adjective,3.26
12593,algerian,adjective,3.26
12594,angst,noun,3.26
12595,apathy,noun,3.26
12596,artisan,noun,3.26
12597,assortment,noun,3.26
12598,bandwagon,noun,3.26
12599,bane,noun,3.26
12600,bayer,noun,3.26
12601,birdie,verb,3.26
12602,bison,noun,3.26
12603,blacksmith,noun,3.26
12604,brothel,noun,3.26
12605,burrito,noun,3.26
12606,camper,noun,3.26
12607,cartilage,noun,3.26
