rank,lemma,pos,zipf
1,one,adjective,6.47
2,like,verb,6.41
3,time,noun,6.29
4,get,verb,6.28
5,new,adjective,6.25
6,people,noun,6.25
7,also,adverb,6.19
8,good,adjective,6.12
9,first,adjective,6.11
10,know,verb,6.1
11,see,verb,6.1
12,two,adjective,6.1
13,make,verb,6.08
14,think,verb,6.08
15,back,adverb,6.04
16,want,verb,6.04
17,us,noun,6.04
18,go,verb,6.03
19,well,adverb,6.03
20,said,adjective,6.01
21,way,noun,6.01
22,much,adjective,6.0
23,even,adverb,5.99
24,may,noun,5.98
25,need,verb,5.97
26,really,adverb,5.97
27,right,noun,5.96
28,work,verb,5.96
29,year,noun,5.96
30,day,noun,5.95
31,going,noun,5.94
32,made,adjective,5.92
33,still,adverb,5.92
34,take,verb,5.92
35,many,adjective,5.91
36,never,adverb,5.91
37,life,noun,5.89
38,say,verb,5.89
39,world,noun,5.89
40,great,adjective,5.88
41,last,adjective,5.86
42,best,adjective,5.84
43,love,verb,5.82
44,man,noun,5.82
45,home,noun,5.81
46,long,adjective,5.81
47,look,verb,5.81
48,use,verb,5.81
49,used,adjective,5.8
50,every,adjective,5.79
51,come,verb,5.78
52,part,noun,5.78
53,state,noun,5.78
54,three,adjective,5.78
55,around,adverb,5.77
56,always,adverb,5.76
57,find,verb,5.76
58,better,verb,5.76
59,help,verb,5.75
60,high,adjective,5.75
61,little,adjective,5.75
62,old,adjective,5.75
63,another,adjective,5.74
64,thing,noun,5.72
65,game,noun,5.72
66,give,verb,5.71
67,house,noun,5.71
68,place,noun,5.71
69,school,noun,5.71
70,next,adjective,5.7
71,mr,noun,5.69
72,end,noun,5.68
73,must,noun,5.68
74,show,verb,5.68
75,found,verb,5.68
76,big,adjective,5.67
77,feel,verb,5.67
78,sure,adjective,5.67
79,team,noun,5.67
80,ever,adverb,5.66
81,family,noun,5.66
82,keep,verb,5.66
83,might,noun,5.66
84,please,verb,5.66
85,put,verb,5.66
86,money,noun,5.64
87,free,adjective,5.63
88,second,adjective,5.63
89,someone,noun,5.63
90,away,adverb,5.62
91,left,adjective,5.62
92,number,noun,5.62
93,city,noun,5.61
94,lot,noun,5.61
95,name,noun,5.61
96,night,noun,5.61
97,play,verb,5.61
98,company,noun,5.6
99,let,verb,5.6
100,real,adjective,5.6
101,different,adjective,5.59
102,set,verb,5.59
103,thought,noun,5.59
104,done,adjective,5.58
105,however,adverb,5.58
106,god,noun,5.57
107,government,noun,5.57
108,group,noun,5.57
109,looking,adjective,5.57
110,public,adjective,5.57
111,top,noun,5.57
112,business,noun,5.56
113,care,verb,5.56
114,start,verb,5.56
115,system,noun,5.56
116,week,noun,5.56
117,already,adverb,5.55
118,case,noun,5.55
119,nothing,noun,5.55
120,person,noun,5.55
121,today,noun,5.55
122,change,verb,5.54
123,enough,adverb,5.54
124,full,adjective,5.54
125,live,verb,5.54
126,making,noun,5.54
127,point,noun,5.54
128,read,verb,5.54
129,yet,adverb,5.54
130,tell,verb,5.53
131,bad,adjective,5.53
132,four,adjective,5.53
133,hard,adjective,5.53
134,mean,verb,5.53
135,support,verb,5.53
136,music,noun,5.52
137,power,noun,5.52
138,stop,verb,5.52
139,water,noun,5.52
140,call,verb,5.51
141,based,adjective,5.51
142,believe,verb,5.51
143,head,noun,5.51
144,men,noun,5.51
145,national,adjective,5.51
146,small,adjective,5.51
147,white,adjective,5.51
148,far,adverb,5.5
149,job,noun,5.5
150,side,noun,5.5
151,though,adverb,5.5
152,try,verb,5.5
153,yes,noun,5.5
154,actually,adverb,5.49
155,american,adjective,5.49
156,later,adverb,5.49
157,less,adverb,5.49
158,line,noun,5.49
159,order,noun,5.49
160,party,noun,5.49
161,run,verb,5.49
162,service,noun,5.49
163,country,noun,5.48
164,open,verb,5.48
165,season,noun,5.48
166,shit,noun,5.48
167,thank,verb,5.48
168,general,adjective,5.47
169,trying,adjective,5.47
170,united,adjective,5.47
171,area,noun,5.46
172,black,adjective,5.46
173,following,adjective,5.46
174,law,noun,5.46
175,together,adverb,5.46
176,war,noun,5.46
177,whole,adjective,5.46
178,car,noun,5.45
179,face,noun,5.45
180,five,adjective,5.45
181,kind,noun,5.45
182,maybe,adverb,5.45
183,president,noun,5.45
184,story,noun,5.45
185,working,adjective,5.45
186,course,noun,5.44
187,health,noun,5.44
188,hope,verb,5.44
189,important,adjective,5.44
190,least,adverb,5.44
191,news,noun,5.44
192,within,adverb,5.44
193,able,adjective,5.43
194,book,noun,5.43
195,early,adjective,5.43
196,information,noun,5.43
197,local,adjective,5.43
198,oh,noun,5.43
199,post,noun,5.43
200,thanks,noun,5.43
201,video,noun,5.43
202,young,adjective,5.43
203,ago,adverb,5.42
204,social,adjective,5.42
205,talk,verb,5.42
206,court,noun,5.41
207,fact,noun,5.41
208,given,adjective,5.41
209,half,noun,5.41
210,hand,noun,5.41
211,level,noun,5.41
212,mind,noun,5.41
213,often,adverb,5.41
214,single,adjective,5.41
215,guy,noun,5.4
216,become,verb,5.4
217,body,noun,5.4
218,coming,adjective,5.4
219,control,noun,5.4
220,death,noun,5.4
221,food,noun,5.4
222,office,noun,5.4
223,pay,verb,5.4
224,problem,noun,5.4
225,south,noun,5.4
226,true,adjective,5.4
227,almost,adverb,5.39
228,fuck,noun,5.39
229,history,noun,5.39
230,known,adjective,5.39
231,large,adjective,5.39
232,lost,adjective,5.39
233,research,noun,5.39
234,room,noun,5.39
235,several,adjective,5.39
236,university,noun,5.39
237,win,verb,5.39
238,wrong,adjective,5.39
239,taking,noun,5.39
240,along,adverb,5.38
241,girl,noun,5.38
242,john,noun,5.38
243,matter,noun,5.38
244,pretty,adverb,5.38
245,remember,verb,5.38
246,friend,noun,5.37
247,air,noun,5.37
248,bit,noun,5.37
249,hit,verb,5.37
250,nice,adjective,5.37
251,playing,noun,5.37
252,probably,adverb,5.37
253,understand,verb,5.37
254,yeah,adverb,5.37
255,york,noun,5.37
256,saying,noun,5.37
257,class,noun,5.36
258,close,verb,5.36
259,idea,noun,5.36
260,international,adjective,5.36
261,past,noun,5.36
262,possible,adjective,5.36
263,woman,noun,5.35
264,cause,verb,5.35
265,due,adjective,5.35
266,happy,adjective,5.35
267,human,adjective,5.35
268,move,verb,5.35
269,question,noun,5.35
270,series,noun,5.35
271,wait,verb,5.35
272,ask,verb,5.34
273,community,noun,5.34
274,data,noun,5.34
275,late,adjective,5.34
276,leave,verb,5.34
277,north,noun,5.34
278,saw,verb,5.34
279,special,adjective,5.34
280,watch,verb,5.34
281,either,adverb,5.33
282,fucking,noun,5.33
283,future,noun,5.33
284,light,noun,5.33
285,low,adjective,5.33
286,million,adjective,5.33
287,morning,noun,5.33
288,police,noun,5.33
289,short,adjective,5.33
290,stay,verb,5.33
291,taken,adjective,5.33
292,age,noun,5.32
293,buy,verb,5.32
294,deal,verb,5.32
295,rather,adverb,5.32
296,reason,noun,5.32
297,red,adjective,5.32
298,report,verb,5.32
299,soon,adverb,5.32
300,third,adjective,5.32
301,turn,verb,5.32
302,check,verb,5.31
303,development,noun,5.31
304,form,noun,5.31
305,heart,noun,5.31
306,child,noun,5.3
307,act,noun,5.3
308,fire,noun,5.3
309,fun,noun,5.3
310,living,noun,5.3
311,major,adjective,5.3
312,phone,noun,5.3
313,art,noun,5.29
314,behind,adverb,5.29
315,building,noun,5.29
316,easy,adjective,5.29
317,market,noun,5.29
318,near,adjective,5.29
319,non,adverb,5.29
320,plan,verb,5.29
321,political,adjective,5.29
322,quite,adverb,5.29
323,six,adjective,5.29
324,talking,noun,5.29
325,west,noun,5.29
326,available,adjective,5.28
327,education,noun,5.28
328,final,adjective,5.28
329,former,adjective,5.28
330,front,noun,5.28
331,list,noun,5.28
332,ready,adjective,5.28
333,sometimes,adverb,5.28
334,son,noun,5.28
335,street,noun,5.28
336,bring,verb,5.27
337,college,noun,5.27
338,current,noun,5.27
339,example,noun,5.27
340,experience,noun,5.27
341,heard,adjective,5.27
342,london,noun,5.27
343,meet,verb,5.27
344,program,noun,5.27
345,type,noun,5.27
346,baby,noun,5.26
347,chance,noun,5.26
348,father,noun,5.26
349,march,verb,5.26
350,process,noun,5.26
351,song,noun,5.26
352,study,noun,5.26
353,word,noun,5.26
354,month,noun,5.25
355,across,adverb,5.25
356,action,noun,5.25
357,clear,adjective,5.25
358,outside,adjective,5.25
359,self,noun,5.25
360,board,noun,5.24
361,cost,noun,5.24
362,cut,verb,5.24
363,field,noun,5.24
364,held,adjective,5.24
365,instead,adverb,5.24
366,main,adjective,5.24
367,moment,noun,5.24
368,mother,noun,5.24
369,road,noun,5.24
370,thinking,noun,5.24
371,town,noun,5.24
372,de,noun,5.23
373,department,noun,5.23
374,energy,noun,5.23
375,fight,verb,5.23
376,fine,adjective,5.23
377,force,noun,5.23
378,hear,verb,5.23
379,issue,verb,5.23
380,played,adjective,5.23
381,price,noun,5.23
382,rest,noun,5.23
383,running,noun,5.23
384,space,noun,5.23
385,summer,noun,5.23
386,term,noun,5.23
387,wife,noun,5.23
388,america,noun,5.22
389,beautiful,adjective,5.22
390,date,noun,5.22
391,land,noun,5.22
392,miss,verb,5.22
393,project,noun,5.22
394,sex,noun,5.22
395,shot,noun,5.22
396,site,noun,5.22
397,strong,adjective,5.22
398,include,verb,5.21
399,account,noun,5.21
400,co,noun,5.21
401,especially,adverb,5.21
402,june,noun,5.21
403,period,noun,5.21
404,position,noun,5.21
405,record,noun,5.21
406,similar,adjective,5.21
407,total,adjective,5.21
408,club,noun,5.2
409,common,adjective,5.2
410,film,noun,5.2
411,lead,verb,5.2
412,likely,adjective,5.2
413,military,adjective,5.2
414,perfect,adjective,5.2
415,personal,adjective,5.2
416,security,noun,5.2
417,share,verb,5.2
418,tv,noun,5.2
419,player,noun,5.19
420,happen,verb,5.19
421,april,noun,5.19
422,center,noun,5.19
423,county,noun,5.19
424,couple,noun,5.19
425,dead,adjective,5.19
426,english,adjective,5.19
427,hold,verb,5.19
428,industry,noun,5.19
429,inside,adverb,5.19
430,online,adjective,5.19
431,private,adjective,5.19
432,return,verb,5.19
433,sense,noun,5.19
434,star,noun,5.19
435,test,verb,5.19
436,view,noun,5.19
437,hour,noun,5.18
438,member,noun,5.18
439,result,noun,5.18
440,break,verb,5.18
441,british,adjective,5.18
442,event,noun,5.18
443,middle,noun,5.18
444,needed,adjective,5.18
445,present,verb,5.18
446,sorry,adjective,5.18
447,training,noun,5.18
448,wish,verb,5.18
449,answer,verb,5.17
450,boy,noun,5.17
451,design,verb,5.17
452,finally,adverb,5.17
453,gold,noun,5.17
454,gone,adjective,5.17
455,guess,verb,5.17
456,interest,noun,5.17
457,july,noun,5.17
458,king,noun,5.17
459,learn,verb,5.17
460,policy,noun,5.17
461,society,noun,5.17
462,al,noun,5.16
463,alone,adverb,5.16
464,average,adjective,5.16
465,bank,noun,5.16
466,certain,adjective,5.16
467,church,noun,5.16
468,east,noun,5.16
469,hot,adjective,5.16
470,longer,adverb,5.16
471,medical,adjective,5.16
472,movie,noun,5.16
473,original,adjective,5.16
474,park,noun,5.16
475,performance,noun,5.16
476,press,verb,5.16
477,role,noun,5.16
478,worth,adjective,5.16
479,bill,noun,5.15
480,cool,adjective,5.15
481,director,noun,5.15
482,exactly,adverb,5.15
483,giving,noun,5.15
484,ground,noun,5.15
485,meeting,noun,5.15
486,provide,verb,5.15
487,relationship,noun,5.15
488,september,noun,5.15
489,sound,noun,5.15
490,source,noun,5.15
491,usually,adverb,5.15
492,value,noun,5.15
493,evidence,noun,5.14
494,follow,verb,5.14
495,official,noun,5.14
496,ok,adverb,5.14
497,production,noun,5.14
498,rate,noun,5.14
499,reading,noun,5.14
500,round,adjective,5.14
501,save,verb,5.14
502,stand,verb,5.14
503,stuff,noun,5.14
504,tax,noun,5.14
505,whatever,adjective,5.14
506,amount,noun,5.13
507,blue,adjective,5.13
508,david,noun,5.13
509,drive,verb,5.13
510,eat,verb,5.13
511,fall,verb,5.13
512,fast,adjective,5.13
513,federal,adjective,5.13
514,feeling,noun,5.13
515,felt,verb,5.13
516,green,adjective,5.13
517,league,noun,5.13
518,management,noun,5.13
519,match,verb,5.13
520,model,noun,5.13
521,picture,noun,5.13
522,size,noun,5.13
523,step,noun,5.13
524,trust,verb,5.13
525,central,adjective,5.12
526,england,noun,5.12
527,forward,adverb,5.12
528,key,noun,5.12
529,mom,noun,5.12
530,page,noun,5.12
531,paid,adjective,5.12
532,range,noun,5.12
533,review,verb,5.12
534,science,noun,5.12
535,trade,noun,5.12
536,uk,noun,5.12
537,various,adjective,5.12
538,send,verb,5.11
539,attention,noun,5.11
540,brother,noun,5.11
541,character,noun,5.11
542,chief,adjective,5.11
543,cup,noun,5.11
544,football,noun,5.11
545,hate,verb,5.11
546,james,noun,5.11
547,lower,verb,5.11
548,natural,adjective,5.11
549,october,noun,5.11
550,property,noun,5.11
551,quality,noun,5.11
552,style,noun,5.11
553,vote,verb,5.11
554,led,noun,5.11
555,amazing,adjective,5.1
556,august,noun,5.1
557,blood,noun,5.1
558,china,noun,5.1
559,complete,adjective,5.1
560,dog,noun,5.1
561,economic,adjective,5.1
562,hell,noun,5.1
563,involved,adjective,5.1
564,language,noun,5.1
565,lord,noun,5.1
566,november,noun,5.1
567,oil,noun,5.1
568,related,adjective,5.1
569,serious,adjective,5.1
570,stage,noun,5.1
571,title,noun,5.1
572,kill,verb,5.09
573,add,verb,5.09
574,article,noun,5.09
575,attack,verb,5.09
576,born,adjective,5.09
577,damn,adjective,5.09
578,decision,noun,5.09
579,enjoy,verb,5.09
580,entire,adjective,5.09
581,french,noun,5.09
582,january,noun,5.09
583,perhaps,adverb,5.09
584,poor,adjective,5.09
585,release,verb,5.09
586,situation,noun,5.09
587,technology,noun,5.09
588,turned,adjective,5.09
589,website,noun,5.09
590,written,adjective,5.09
591,seem,verb,5.08
592,choice,noun,5.08
593,code,noun,5.08
594,continue,verb,5.08
595,council,noun,5.08
596,cover,verb,5.08
597,currently,adverb,5.08
598,door,noun,5.08
599,election,noun,5.08
600,european,adjective,5.08
601,financial,adjective,5.08
602,foreign,adjective,5.08
603,hair,noun,5.08
604,increase,verb,5.08
605,legal,adjective,5.08
606,lose,verb,5.08
607,michael,noun,5.08
608,pick,verb,5.08
609,race,noun,5.08
610,seven,adjective,5.08
611,sign,verb,5.08
612,simple,adjective,5.08
613,simply,adverb,5.08
614,staff,noun,5.08
615,super,adjective,5.08
616,union,noun,5.08
617,walk,verb,5.08
618,washington,noun,5.08
619,die,verb,5.07
620,bed,noun,5.07
621,built,adjective,5.07
622,career,noun,5.07
623,changed,adjective,5.07
624,crazy,adjective,5.07
625,daily,adverb,5.07
626,daughter,noun,5.07
627,december,noun,5.07
628,difficult,adjective,5.07
629,figure,noun,5.07
630,hospital,noun,5.07
631,loss,noun,5.07
632,modern,adjective,5.07
633,paper,noun,5.07
634,popular,adjective,5.07
635,published,adjective,5.07
636,safe,adjective,5.07
637,starting,noun,5.07
638,version,noun,5.07
639,voice,noun,5.07
640,writing,noun,5.07
641,army,noun,5.06
642,australia,noun,5.06
643,earth,noun,5.06
644,forget,verb,5.06
645,goal,noun,5.06
646,huge,adjective,5.06
647,internet,noun,5.06
648,listen,verb,5.06
649,okay,adjective,5.06
650,practice,noun,5.06
651,sea,noun,5.06
652,sir,noun,5.06
653,success,noun,5.06
654,waiting,noun,5.06
655,access,noun,5.05
656,base,verb,5.05
657,deep,adjective,5.05
658,la,noun,5.05
659,mark,verb,5.05
660,missing,adjective,5.05
661,offer,verb,5.05
662,pass,verb,5.05
663,professional,adjective,5.05
664,risk,verb,5.05
665,sleep,verb,5.05
666,table,noun,5.05
667,ten,adjective,5.05
668,truth,noun,5.05
669,ball,noun,5.04
670,box,noun,5.04
671,build,verb,5.04
672,card,noun,5.04
673,dark,adjective,5.04
674,district,noun,5.04
675,europe,noun,5.04
676,george,noun,5.04
677,india,noun,5.04
678,mine,noun,5.04
679,minister,noun,5.04
680,note,verb,5.04
681,percent,noun,5.04
682,piece,noun,5.04
683,recent,adjective,5.04
684,straight,adjective,5.04
685,visit,verb,5.04
686,wall,noun,5.04
687,write,verb,5.03
688,culture,noun,5.03
689,february,noun,5.03
690,growth,noun,5.03
691,married,adjective,5.03
692,officer,noun,5.03
693,pain,noun,5.03
694,paul,noun,5.03
695,respect,noun,5.03
696,response,noun,5.03
697,river,noun,5.03
698,rock,noun,5.03
699,speak,verb,5.03
700,specific,adjective,5.03
701,standard,noun,5.03
702,tonight,adverb,5.03
703,student,noun,5.02
704,eye,noun,5.02
705,create,verb,5.02
706,album,noun,5.02
707,century,noun,5.02
708,charge,verb,5.02
709,cold,adjective,5.02
710,effect,noun,5.02
711,eight,adjective,5.02
712,except,verb,5.02
713,funny,adjective,5.02
714,ii,noun,5.02
715,limited,adjective,5.02
716,moving,adjective,5.02
717,network,noun,5.02
718,peace,noun,5.02
719,recently,adverb,5.02
720,required,adjective,5.02
721,store,noun,5.02
722,tomorrow,noun,5.02
723,track,noun,5.02
724,watching,noun,5.02
725,weight,noun,5.02
726,allow,verb,5.01
727,addition,noun,5.01
728,ahead,adverb,5.01
729,anti,adjective,5.01
730,association,noun,5.01
731,beat,verb,5.01
732,brown,adjective,5.01
733,capital,noun,5.01
734,chinese,adjective,5.01
735,committee,noun,5.01
736,conference,noun,5.01
737,difference,noun,5.01
738,double,verb,5.01
739,expect,verb,5.01
740,gas,noun,5.01
741,island,noun,5.01
742,normal,adjective,5.01
743,population,noun,5.01
744,potential,adjective,5.01
745,pressure,noun,5.01
746,radio,noun,5.01
747,russian,adjective,5.01
748,station,noun,5.01
749,text,noun,5.01
750,treatment,noun,5.01
751,western,adjective,5.01
752,beginning,noun,5.0
753,california,noun,5.0
754,campaign,noun,5.0
755,certainly,adverb,5.0
756,completely,adverb,5.0
757,content,noun,5.0
758,credit,noun,5.0
759,cross,verb,5.0
760,despite,noun,5.0
761,female,noun,5.0
762,focus,noun,5.0
763,hi,noun,5.0
764,husband,noun,5.0
765,ice,noun,5.0
766,individual,noun,5.0
767,interesting,adjective,5.0
768,join,verb,5.0
769,leading,adjective,5.0
770,message,noun,5.0
771,nearly,adverb,5.0
772,particular,adjective,5.0
773,previous,adjective,5.0
774,quickly,adverb,5.0
775,region,noun,5.0
776,reported,adjective,5.0
777,section,noun,5.0
778,sort,noun,5.0
779,speed,noun,5.0
780,travel,verb,5.0
781,ass,noun,5.0
782,kid,noun,4.99
783,consider,verb,4.99
784,sale,noun,4.99
785,contact,noun,4.99
786,drop,verb,4.99
787,fair,adjective,4.99
788,jesus,noun,4.99
789,link,verb,4.99
790,positive,adjective,4.99
791,throughout,adverb,4.99
792,tour,noun,4.99
793,welcome,verb,4.99
794,minute,noun,4.98
795,absolutely,adverb,4.98
796,additional,adjective,4.98
797,beyond,adverb,4.98
798,earlier,adverb,4.98
799,extra,adjective,4.98
800,immediately,adverb,4.98
801,leaving,noun,4.98
802,nature,noun,4.98
803,quick,adjective,4.98
804,sell,verb,4.98
805,significant,adjective,4.98
806,winning,adjective,4.98
807,spend,verb,4.97
808,agree,verb,4.97
809,canada,noun,4.97
810,clean,verb,4.97
811,computer,noun,4.97
812,construction,noun,4.97
813,episode,noun,4.97
814,favorite,noun,4.97
815,income,noun,4.97
816,justice,noun,4.97
817,manager,noun,4.97
818,movement,noun,4.97
819,photo,noun,4.97
820,safety,noun,4.97
821,scene,noun,4.97
822,statement,noun,4.97
823,sun,noun,4.97
824,ability,noun,4.96
825,coach,noun,4.96
826,collection,noun,4.96
827,continued,adjective,4.96
828,definitely,adverb,4.96
829,expected,adjective,4.96
830,friday,noun,4.96
831,gun,noun,4.96
832,heavy,adjective,4.96
833,knowledge,noun,4.96
834,particularly,adverb,4.96
835,search,verb,4.96
836,subject,noun,4.96
837,train,verb,4.96
838,wide,adjective,4.96
839,wow,noun,4.96
840,product,noun,4.95
841,author,noun,4.95
842,centre,noun,4.95
843,claim,verb,4.95
844,dad,noun,4.95
845,developed,adjective,4.95
846,fear,noun,4.95
847,fit,verb,4.95
848,generally,adverb,4.95
849,german,noun,4.95
850,global,adjective,4.95
851,hotel,noun,4.95
852,interested,adjective,4.95
853,judge,verb,4.95
854,lady,noun,4.95
855,leader,noun,4.95
856,letter,noun,4.95
857,material,noun,4.95
858,nobody,noun,4.95
859,opportunity,noun,4.95
860,plus,noun,4.95
861,regular,adjective,4.95
862,secretary,noun,4.95
863,sister,noun,4.95
864,unit,noun,4.95
865,rule,noun,4.94
866,annual,adjective,4.94
867,anymore,adverb,4.94
868,bar,noun,4.94
869,battle,noun,4.94
870,brain,noun,4.94
871,contract,noun,4.94
872,degree,noun,4.94
873,finished,adjective,4.94
874,floor,noun,4.94
875,france,noun,4.94
876,growing,noun,4.94
877,hurt,verb,4.94
878,image,noun,4.94
879,insurance,noun,4.94
880,majority,noun,4.94
881,opening,noun,4.94
882,opinion,noun,4.94
883,physical,adjective,4.94
884,pro,adjective,4.94
885,reach,verb,4.94
886,seriously,adverb,4.94
887,stupid,adjective,4.94
888,successful,adjective,4.94
889,active,adjective,4.93
890,administration,noun,4.93
891,approach,verb,4.93
892,australian,noun,4.93
893,cancer,noun,4.93
894,civil,adjective,4.93
895,dance,verb,4.93
896,defense,noun,4.93
897,direction,noun,4.93
898,independent,adjective,4.93
899,master,noun,4.93
900,none,adverb,4.93
901,russia,noun,4.93
902,ship,noun,4.93
903,stock,noun,4.93
904,trump,verb,4.93
905,weekend,noun,4.93
906,wonder,verb,4.93
907,fan,verb,4.92
908,africa,noun,4.92
909,awesome,adjective,4.92
910,band,noun,4.92
911,beach,noun,4.92
912,cash,noun,4.92
913,clearly,adverb,4.92
914,commercial,adjective,4.92
915,effort,noun,4.92
916,fighting,noun,4.92
917,imagine,verb,4.92
918,impact,noun,4.92
919,lack,noun,4.92
920,learning,noun,4.92
921,multiple,adjective,4.92
922,operation,noun,4.92
923,organization,noun,4.92
924,protect,verb,4.92
925,secret,adjective,4.92
926,senior,adjective,4.92
927,spring,noun,4.92
928,sunday,noun,4.92
929,telling,adjective,4.92
930,wear,verb,4.92
931,address,noun,4.91
932,analysis,noun,4.91
933,anyway,adverb,4.91
934,choose,verb,4.91
935,christmas,noun,4.91
936,color,noun,4.91
937,commission,noun,4.91
938,competition,noun,4.91
939,direct,verb,4.91
940,dream,noun,4.91
941,easily,adverb,4.91
942,finish,verb,4.91
943,grand,adjective,4.91
944,increased,adjective,4.91
945,indian,noun,4.91
946,literally,adverb,4.91
947,luck,noun,4.91
948,marriage,noun,4.91
949,necessary,adjective,4.91
950,rich,adjective,4.91
951,skin,noun,4.91
952,speaking,noun,4.91
953,supposed,adjective,4.91
954,sweet,adjective,4.91
955,thus,adverb,4.91
956,touch,verb,4.91
957,yesterday,noun,4.91
958,closed,adjective,4.9
959,congress,noun,4.9
960,damage,noun,4.9
961,directly,adverb,4.9
962,disease,noun,4.9
963,doctor,noun,4.9
964,doubt,noun,4.9
965,drink,verb,4.9
966,driving,adjective,4.9
967,established,adjective,4.9
968,fish,noun,4.9
969,gay,adjective,4.9
970,germany,noun,4.9
971,glad,adjective,4.9
972,grow,verb,4.9
973,machine,noun,4.9
974,notice,verb,4.9
975,overall,adjective,4.9
976,planning,noun,4.9
977,professor,noun,4.9
978,sit,verb,4.9
979,trip,noun,4.9
980,basic,adjective,4.89
981,captain,noun,4.89
982,carry,verb,4.89
983,crime,noun,4.89
984,effective,adjective,4.89
985,explain,verb,4.89
986,fully,adverb,4.89
987,highly,adverb,4.89
988,holding,noun,4.89
989,japan,noun,4.89
990,male,noun,4.89
991,plant,noun,4.89
992,reality,noun,4.89
993,smith,noun,4.89
994,spot,noun,4.89
995,texas,noun,4.89
996,winter,noun,4.89
997,advice,noun,4.88
998,agreement,noun,4.88
999,award,noun,4.88
1000,block,noun,4.88
1001,broken,adjective,4.88
1002,challenge,verb,4.88
1003,christian,adjective,4.88
1004,comment,noun,4.88
1005,equipment,noun,4.88
1006,eventually,adverb,4.88
1007,holy,noun,4.88
1008,killing,noun,4.88
1009,nation,noun,4.88
1010,otherwise,adverb,4.88
1011,peter,noun,4.88
1012,primary,adjective,4.88
1013,purpose,noun,4.88
1014,responsible,adjective,4.88
1015,shop,noun,4.88
1016,showing,noun,4.88
1017,sick,adjective,4.88
1018,teacher,noun,4.88
1019,theory,noun,4.88
1020,foot,noun,4.87
1021,catch,verb,4.87
1022,agency,noun,4.87
1023,avoid,verb,4.87
1024,camera,noun,4.87
1025,cell,noun,4.87
1026,coast,noun,4.87
1027,drug,noun,4.87
1028,economy,noun,4.87
1029,environment,noun,4.87
1030,executive,noun,4.87
1031,hall,noun,4.87
1032,mass,noun,4.87
1033,meaning,noun,4.87
1034,mission,noun,4.87
1035,nine,adjective,4.87
1036,politics,noun,4.87
1037,pop,verb,4.87
1038,saturday,noun,4.87
1039,status,noun,4.87
1040,therefore,adverb,4.87
1041,trial,noun,4.87
1042,truly,adverb,4.87
1043,weather,noun,4.87
1044,condition,noun,4.86
1045,activity,noun,4.86
1046,application,noun,4.86
1047,coffee,noun,4.86
1048,complex,adjective,4.86
1049,division,noun,4.86
1050,evening,noun,4.86
1051,flight,noun,4.86
1052,freedom,noun,4.86
1053,google,noun,4.86
1054,heat,noun,4.86
1055,interview,verb,4.86
1056,library,noun,4.86
1057,located,adjective,4.86
1058,location,noun,4.86
1059,murder,noun,4.86
1060,queen,noun,4.86
1061,sitting,noun,4.86
1062,standing,noun,4.86
1063,walking,adjective,4.86
1064,receive,verb,4.85
1065,accept,verb,4.85
1066,actual,adjective,4.85
1067,appear,verb,4.85
1068,attempt,verb,4.85
1069,broke,adjective,4.85
1070,channel,noun,4.85
1071,distance,noun,4.85
1072,eating,noun,4.85
1073,exchange,noun,4.85
1074,fat,adjective,4.85
1075,fell,verb,4.85
1076,finding,noun,4.85
1077,glass,noun,4.85
1078,learned,adjective,4.85
1079,mobile,adjective,4.85
1080,northern,adjective,4.85
1081,opened,adjective,4.85
1082,powerful,adjective,4.85
1083,prior,adjective,4.85
1084,protection,noun,4.85
1085,religious,adjective,4.85
1086,ride,verb,4.85
1087,robert,noun,4.85
1088,royal,adjective,4.85
1089,screen,noun,4.85
1090,serve,verb,4.85
1091,signed,adjective,4.85
1092,slow,adjective,4.85
1093,speech,noun,4.85
1094,traffic,noun,4.85
1095,tree,noun,4.85
1096,wonderful,adjective,4.85
1097,begin,verb,4.84
1098,airport,noun,4.84
1099,bottom,noun,4.84
1100,demand,verb,4.84
1101,engine,noun,4.84
1102,famous,adjective,4.84
1103,investment,noun,4.84
1104,keeping,noun,4.84
1105,lie,verb,4.84
1106,partner,noun,4.84
1107,raised,adjective,4.84
1108,sad,adjective,4.84
1109,solution,noun,4.84
1110,southern,adjective,4.84
1111,square,noun,4.84
1112,structure,noun,4.84
1113,thomas,noun,4.84
1114,traditional,adjective,4.84
1115,twice,adverb,4.84
1116,wind,noun,4.84
1117,worry,verb,4.84
1118,brand,noun,4.83
1119,bus,noun,4.83
1120,cent,noun,4.83
1121,chicago,noun,4.83
1122,count,verb,4.83
1123,covered,adjective,4.83
1124,critical,adjective,4.83
1125,digital,adjective,4.83
1126,forced,adjective,4.83
1127,fourth,adjective,4.83
1128,fresh,adjective,4.83
1129,lake,noun,4.83
1130,mental,adjective,4.83
1131,mostly,adverb,4.83
1132,mouth,noun,4.83
1133,owner,noun,4.83
1134,previously,adverb,4.83
1135,realize,verb,4.83
1136,remain,verb,4.83
1137,scale,noun,4.83
1138,score,noun,4.83
1139,separate,verb,4.83
1140,smart,adjective,4.83
1141,surface,noun,4.83
1142,throw,verb,4.83
1143,tom,noun,4.83
1144,totally,adverb,4.83
1145,twitter,noun,4.83
1146,wedding,noun,4.83
1147,feature,noun,4.82
1148,benefit,noun,4.82
1149,acting,noun,4.82
1150,african,adjective,4.82
